PM Name,PM Description,Instruction 1,Instruction 2,Instruction 3,Instruction 4,Instruction 5,Instruction 6,Instruction 7,Instruction 8,Instruction 9,Instruction 10,Asset ID,Scheduling start on (MM/DD/YYYY),Repeat X Days,Repeat X Weeks,Repeat X Months,Repeat X Years,Assigned To User (user login),Assigned To Team (team name),Part ID,Part Suggested Qty,Default Priority Level,Estimated Time (in minutes),Always Create New PMs,Recalculate on PM Completion,Task Status Configuration (Green),Task Status Configuration (Orange),Task Status Configuration (Red)
938.90-INSPECT...,,INSPECT ALL ELECTRICAL COMPONENTS FOR DAMAGE. REPLACE ANY DEFECTIVE PARTS. ,,,,,,,,,,557,6/15/2022,90,,,,,Technician,,,3,30,1,0,0,-1,-2
937.28-INSPECT...,,INSPECT PUMPS AND PIPING FOR LEAKS AND PROPER OPERATION. REPLACE ANY DEFECTIVE COMPONENTS. ,,,,,,,,,,556,6/15/2022,28,,,,,Technician,,,3,30,1,0,0,-1,-2
940.28-INSPECT...,,"INSPECT TANK, PIPING, PUMPS AND VALVES FOR LEAKS OR DAMAGE. REPAIR AS NEEDED.",,,,,,,,,,559,6/15/2022,28,,,,,Technician,,,3,30,1,0,0,-1,-2
940.90-INSPECT...,,INSPECT ELECTRICAL COMPONENTS FOR DAMAGE. REPLACE ANY DEFECTIVE COMPONENTS.,,,,,,,,,,559,6/15/2022,90,,,,,Technician,,,3,30,1,0,0,-1,-2
941.28-WATER S...,,WATER SAFETY CHECK. BLOW DOWN WATER COLUMNS AND CHECK LOW WATER SAFETIES. IF THE SAFETY MALFUNCTIONS NOTIFY YOUR SUPERVISOR. (THIS ALSO GETS CHECKED THREE TIMES DAILY ON ROUNDS.),,,,,,,,,,560,6/15/2022,28,,,,,Technician,,,3,30,1,0,0,-1,-2
941.365-CLEAN W...,,CLEAN WATER SIDE OF BOILER.  SHUTDOWN AND LET BOILER COOL OVERNIGHT. DRAIN WATER SLOWLY. REMOVE ALL HANDHOLES AND AS MUCH SCALE AS POSSIBLE. FLUSH WITH WATER AND FINISH REMOVING SCALE. REPLACE HANDHOL,,,,,,,,,,560,6/15/2022,365,,,,,Technician,,,3,30,1,0,0,-1,-2
941.28-INSPECT...,,INSPECT ELECTRICAL COMPONENTS FOR DAMAGE. REPLACE ANY DEFECTIVE COMPONENTS.,,,,,,,,,,560,6/15/2022,28,,,,,Technician,,,3,30,1,0,0,-1,-2
941.7-CHECK O...,,CHECK OPERATION OF ALL SWITCHES INCLUDING SAFETYS. REPAIR IF NEEDED...,,,,,,,,,,560,6/15/2022,7,,,,,Technician,,,3,30,1,0,0,-1,-2
941.28-CHECK A...,,"CHECK AND ADJUST SAFETIES, INCLUDING LIMIT SWITCHS. IF ANY SAFETIES ARE NOT FUNCTIONING PROPERLY REPAIR IMMEDIATELY. IF ANY CAN NOT BE REPAIRED NOTIFY YOUR SUPERVISOR IMMEDIATELY",,,,,,,,,,560,6/15/2022,28,,,,,Technician,,,3,30,1,0,0,-1,-2
943.90-LUBRICA...,,"LUBRICATE AND INSPECT ALL MECHANICAL COMPONENTS INCLUDING BEARINGS, SHAFTS, PINS, TRACKS, ROLLERS AND FRAMEWORK. ",,,,,,,,,,562,6/15/2022,90,,,,,Technician,,,3,30,1,0,0,-1,-2
943.90-INSPECT...,,INSPECT ELECTRICAL COMPONENTS FOR DAMAGE. REPLACE ANY DEFECTIVE COMPONENTS.,,,,,,,,,,562,6/15/2022,90,,,,,Technician,,,3,30,1,0,0,-1,-2
943.90-INSPECT...,,INSPECT ALL MACHINE GUARDING INCLUDING SKIRTS HEADACHE RACK AND HAND RAILS. ,,,,,,,,,,562,6/15/2022,90,,,,,Technician,,,3,30,1,0,0,-1,-2
943.90-INSPECT...,,INSPECT ALL HYDRAULIC COMPONENTS. REPAIR ANY LEAKS AND CHECK HYDRAULIC FLUID LEVEL. REPLACE HYDRAULIC FILTER YEARLY. ,,,,,,,,,,562,6/15/2022,90,,,,,Technician,,,3,30,1,0,0,-1,-2
946.28-CHECK B...,,"CHECK BLOWERS, FEEDERS, DIVERTERS AND PIPING FOR LEAKS. REPAIR AS NEEDED.",,,,,,,,,,565,6/15/2022,28,,,,,Technician,,,3,30,1,0,0,-1,-2
946.28-LUBRICA...,,LUBRICATE AND INSPECT ALL PNEUMATIC COMPONENTS. ,,,,,,,,,,565,6/15/2022,28,,,,,Technician,,,3,30,1,0,0,-1,-2
946.28-BLOWER ...,,"BLOWER AIR FILTERS. CLEAN OR REPLACE, CHECK BY HOLDING UP A LIGHT ON THE INSIDE. IF NO LIGHT IS VISIBLE AFTER CLEANING REPLACE THE FILTER.",,,,,,,,,,565,6/15/2022,28,,,,,Technician,,,3,30,1,0,0,-1,-2
946.60-INSPECT...,,INSPECT ELECTRICAL COMPONENTS FOR DAMAGE. REPLACE ANY DEFECTIVE COMPONENTS.,,,,,,,,,,565,6/15/2022,60,,,,,Technician,,,3,30,1,0,0,-1,-2
946.28-LUBRICA...,,"LUBRICATE AND INSPECT ALL MECHANICAL COMPONENTS INCLUDING BEARINGS, SHAFTS, BUSHINGS, CHAINS, SPROCKETS, ROTARY FEEDERS AND PRESSURE RELIEF VALVES.",,,,,,,,,,565,6/15/2022,28,,,,,Technician,,,3,30,1,0,0,-1,-2
946.90-CHECK O...,,CHECK OIL LEVEL AND CONDITION IN ALL GEARBOXES. DEPENDING ON CONDITION REPLACE THE OIL OR REPLACE THE GEARBOX. ,,,,,,,,,,565,6/15/2022,90,,,,,Technician,,,3,30,1,0,0,-1,-2
946.28-CHECK O...,,CHECK OIL LEVELS BLOWERS - FILL TO JUST UNDER FILL PLUG.,,,,,,,,,,565,6/15/2022,28,,,,,Technician,,,3,30,1,0,0,-1,-2
946.7-CHECK C...,,"CHECK CONDITION OF ALL MACHINE GUARDS, REPAIR OR REPLACE ANY MISSING GUARDS",,,,,,,,,,565,6/15/2022,7,,,,,Technician,,,3,30,1,0,0,-1,-2
947.90-INSPECT...,,INSPECT ELECTRICAL COMPONENTS FOR DAMAGE. REPLACE ANY DEFECTIVE COMPONENTS.,,,,,,,,,,566,6/15/2022,90,,,,,Technician,,,3,30,1,0,0,-1,-2
947.90-INSPECT...,,INSPECT AGITATOR IMPELLOR FOR DAMAGE OR DEBRIS BUILDUP. CLEAN AND REPAIR AS NEEDED,,,,,,,,,,566,6/15/2022,90,,,,,Technician,,,3,30,1,0,0,-1,-2
947.7-INSPECT...,,"INSPECT SEWER PROBE FOR DAMAGE. IF GLASS BULB APEARS TO BE DAMAGED, NOTIFY SUPERVISOR AND REPLACE PROBE. ",,,,,,,,,,566,6/15/2022,7,,,,,Technician,,,3,30,1,0,0,-1,-2
952.28-LUBRICA...,,"LUBRICATE AND INSPECT ALL MECHANICAL COMPONENTS INCLUDING BEARINGS, SHAFTS AND DUCTING. REPAIR OR REPLACE DEFECTIVE UNITS. ",,,,,,,,,,571,6/15/2022,28,,,,,Technician,,,3,30,1,0,0,-1,-2
964.7-INSPECT...,,INSPECT THE FUNCTIONALITY OF ALL THE DOOR SAFTIES. IF ANY DOOR SAFTIES ARE NOT WORKING PROPERLY LOCK THE MACHINE OUT AND NOTIFY STURM OF THE NEEDED REPAIR. ,,,,,,,,,,583,6/15/2022,7,,,,,Technician,,,3,30,1,0,0,-1,-2
964.28-CHECK H...,,CHECK HYDRAULIC FLUID LEVEL. FILL IF NEEDED. ,,,,,,,,,,583,6/15/2022,28,,,,,Technician,,,3,30,1,0,0,-1,-2
964.7-INSPECT...,,"INSPECT MECHANICAL COMPONENTS ON THE HYDRAULIC POWER UNIT INCLUDING BELTS, PULLEYS, COUPLERS, HUBS, SHAFTS AND BEARINGS. ",,,,,,,,,,583,6/15/2022,7,,,,,Technician,,,3,30,1,0,0,-1,-2
965.7-INSPECT...,,INSPECT THE FUNCTIONALITY OF ALL THE DOOR SAFTIES. IF ANY DOOR SAFTIES ARE NOT WORKING PROPERLY LOCK THE MACHINE OUT AND NOTIFY STURM OF THE NEEDED REPAIR. ,,,,,,,,,,584,6/15/2022,7,,,,,Technician,,,3,30,1,0,0,-1,-2
965.28-CHECK H...,,CHECK HYDRAULIC FLUID LEVEL. FILL IF NEEDED. ,,,,,,,,,,584,6/15/2022,28,,,,,Technician,,,3,30,1,0,0,-1,-2
965.7-INSPECT...,,"INSPECT MECHANICAL COMPONENTS ON THE HYDRAULIC POWER UNIT INCLUDING BELTS, PULLEYS, COUPLERS, HUBS, SHAFTS AND BEARINGS. ",,,,,,,,,,584,6/15/2022,7,,,,,Technician,,,3,30,1,0,0,-1,-2
967.7-INSPECT...,,INSPECT THE FUNCTIONALITY OF ALL THE DOOR SAFTIES. IF ANY DOOR SAFTIES ARE NOT WORKING PROPERLY LOCK THE MACHINE OUT AND NOTIFY STURM OF THE NEEDED REPAIR. ,,,,,,,,,,586,6/15/2022,7,,,,,Technician,,,3,30,1,0,0,-1,-2
967.28-CHECK H...,,CHECK HYDRAULIC FLUID LEVEL. FILL IF NEEDED. ,,,,,,,,,,586,6/15/2022,28,,,,,Technician,,,3,30,1,0,0,-1,-2
967.7-INSPECT...,,"INSPECT MECHANICAL COMPONENTS ON THE HYDRAULIC POWER UNIT INCLUDING BELTS, PULLEYS, COUPLERS, HUBS, SHAFTS AND BEARINGS. BELTS - 3VX750  QTY - 5   ",,,,,,,,,,586,6/15/2022,7,,,,,Technician,,,3,30,1,0,0,-1,-2
969.28-INSPECT...,,"INSPECT CONDITION OF DOORS, TRACKS, ROLLERS, SPRINGS, SAFTEY SENSORS AND CONTROL BUTTONS. REPAIR AS NEEDED.",,,,,,,,,,589,6/15/2022,28,,,,,Technician,,,3,30,1,0,0,-1,-2
