PM Name,PM Description,Instruction 1,Instruction 2,Instruction 3,Instruction 4,Instruction 5,Instruction 6,Instruction 7,Instruction 8,Instruction 9,Instruction 10,Asset ID,Scheduling start on (MM/DD/YYYY),Repeat X Days,Repeat X Weeks,Repeat X Months,Repeat X Years,Assigned To User (user login),Assigned To Team (team name),Part ID,Part Suggested Qty,Default Priority Level,Estimated Time (in minutes),Always Create New PMs,Recalculate on PM Completion,Task Status Configuration (Green),Task Status Configuration (Orange),Task Status Configuration (Red)
506.28-CHECK O...,,CHECK OIL LEVEL AND CONDITION IN THE AGITATOR GEARBOX. TAKE A SAMPLE TO SEND OUT FOR ANALYSIS IF NEEDED. DEPENDING ON CONDITION REPLACE THE OIL IN THE GEARBOX. ,,,,,,,,,,409,6/15/2022,28,,,,,Technician,,,3,30,1,0,0,-1,-2
506.28-INSPECT...,,INSPECT HYDRAULIC COMPONENTS FOR PROPER OPERATION. REPAIR OR REPLACE ANY LEAKING OR DEFECTIVE PARTS. CHECK FLUID LEVEL AND FILL TO PROPER LEVEL IF NEEDED. ,,,,,,,,,,409,6/15/2022,28,,,,,Technician,,,3,30,1,0,0,-1,-2
506.28-INSPECT...,,INSPECT ELECTRICAL COMPONENTS FOR PROPER OPERATION. REPLACE DEFECTIVE COMPONENTS IF NEEDED. ,,,,,,,,,,409,6/15/2022,28,,,,,Technician,,,3,30,1,0,0,-1,-2
506.7-CHECK C...,,"CHECK CONDITION OF ALL MACHINE GUARDS, REPAIR OR REPLACE ANY MISSING GUARDS",,,,,,,,,,409,6/15/2022,7,,,,,Technician,,,3,30,1,0,0,-1,-2
506.28-CHECK A...,,"CHECK ALL PIPING FOR LEAKS OR DAMAGE, REPAIR AS NEEDED",,,,,,,,,,409,6/15/2022,28,,,,,Technician,,,3,30,1,0,0,-1,-2
542.28-CHECK C...,,CHECK CALIBRATION ACCURACY OF ALL INGREDIENT METERS. USE THE INGREDIENT METER CHECK FORM TO LOG THE READINGS. MAKE ANY ADJUSTMENTS OR REPAIRS IF NEEDED TO RESTORE ACCURACY.  ,,,,,,,,,,391,6/15/2022,28,,,,,Technician,,,3,30,1,0,0,-1,-2
542.28-CHECK A...,,"CHECK ALL PIPING FOR LEAKS OR DAMAGE, REPAIR AS NEEDED",,,,,,,,,,391,6/15/2022,28,,,,,Technician,,,3,30,1,0,0,-1,-2
542.28-INSPECT...,,INSPECT ELECTRICAL COMPONENTS FOR DAMAGE. REPLACE IF NEEDED,,,,,,,,,,391,6/15/2022,28,,,,,Technician,,,3,30,1,0,0,-1,-2
542.28-LUBRICA...,,LUBRICATE AND INSPECT ALL PNEUMATIC COMPONENTS. REPAIR OR REPLACE AS NEEDED,,,,,,,,,,391,6/15/2022,28,,,,,Technician,,,3,30,1,0,0,-1,-2
510.28-LUBRICA...,,"LUBRICATE AND INSPECT ALL MECHANICAL COMPONENTS INCLUDING BEARINGS, SHAFTS, SEALS, BUSHINGS, CHAINS, SPROCKETS, GUIDES, WEAR STRIPS, GEARS, AND FRAMING COMPONENTS",,,,,,,,,,394,6/15/2022,28,,,,,Technician,,,3,30,1,0,0,-1,-2
510.14-LUBRICA...,,LUBRICATE AND INSPECT ALL PNEUMATIC COMPONENTS. REPAIR OR REPLACE AS NEEDED,,,,,,,,,,394,6/15/2022,14,,,,,Technician,,,3,30,1,0,0,-1,-2
510.90-CHECK O...,,CHECK OIL LEVEL AND CONDITION IN THE GEARBOXES. DEPENDING ON CONDITION REPLACE THE OIL OR REPLACE THE GEARBOX. IF NECESSARY TAKE AN OIL SAMPLE TO SEND OUT FOR ANALYSYS,,,,,,,,,,394,6/15/2022,90,,,,,Technician,,,3,30,1,0,0,-1,-2
510.28-INSPECT...,,INSPECT ELECTRICAL COMPONENTS FOR DAMAGE. REPLACE BAD COMPONENTS AS NEEDED,,,,,,,,,,394,6/15/2022,28,,,,,Technician,,,3,30,1,0,0,-1,-2
510.7-CHECK C...,,"CHECK CONDITION OF ALL MACHINE GUARDS, REPAIR OR REPLACE ANY MISSING GUARDS",,,,,,,,,,394,6/15/2022,7,,,,,Technician,,,3,30,1,0,0,-1,-2
515.28-LUBRICA...,,"LUBRICATE AND INSPECT ALL MECHANICAL COMPONENTS INCLUDING BEARINGS, SHAFTS, TRACKS, FOLLOWERS, CHAINS, SPROCKETS, LINKAGES, FRAMING AND MOUNTING HARDWARE. REPAIR AS NEEDED",,,,,,,,,,401,6/15/2022,28,,,,,Technician,,,3,30,1,0,0,-1,-2
515.28-LUBRICA...,,LUBRICATE AND INSPECT PNEUMATIC COMPONENTS. REPAIR OR REPLACE AS NEEDED,,,,,,,,,,401,6/15/2022,28,,,,,Technician,,,3,30,1,0,0,-1,-2
515.28-INSPECT...,,INSPECT ALL ELECTRICAL COMPONENTS. REPLACE DEFECTIVE COMPONENTS AS NEEDED. ,,,,,,,,,,401,6/15/2022,28,,,,,Technician,,,3,30,1,0,0,-1,-2
515.28-INSPECT...,,INSPECT TRO FOR CRACKS AND GREASE CASTERS. REPLACE ANY BAD CASTERS.,,,,,,,,,,401,6/15/2022,28,,,,,Technician,,,3,30,1,0,0,-1,-2
515.14-LUBRICA...,,"LUBRICATE AND INSPSECT ALL MECHANICAL COMPONENTS  INCLUDING BEARINGS, SHAFTS, CHAINS, SPROCKETS, GEARS, CLUTCHES, BRAKES, CAMS, FOLLOWERS, BELTS, PULLEYS, LINKAGES, PISTONS, PISTON BLOCK, ROLLS, CONVEYOR BELTS AND CONVEYOR TENSIONER. REPAIR OR REPLACE COMPONENTS AS NEEDED",,,,,,,,,,401,6/15/2022,14,,,,,Technician,,,3,30,1,0,0,-1,-2
515.7-CHECK C...,,"CHECK CONDITION OF ALL MACHINE GUARDS, REPAIR OR REPLACE ANY MISSING GUARDS",,,,,,,,,,401,6/15/2022,7,,,,,Technician,,,3,30,1,0,0,-1,-2
515.28-INSPECT...,,INSPECT HYDRAULIC COMPONENTS FOR PROPER OPERATION. REPAIR OR REPLACE ANY LEAKING OR DEFECTIVE PARTS. CHECK FLUID LEVEL AND FILL TO PROPER LEVEL IF NEEDED. ,,,,,,,,,,401,6/15/2022,28,,,,,Technician,,,3,30,1,0,0,-1,-2
515.14-LUBRICA...,,LUBRICATE AND INSPECT ALL PNEUMATIC COMPONENTS. REPAIR OR REPLACE AS NEEDED,,,,,,,,,,401,6/15/2022,14,,,,,Technician,,,3,30,1,0,0,-1,-2
515.14-INSPECT...,,"INSPECT RAM, ROUNDER DRUM, PISTON BLOCK, PISTONS AND KICKER ROLL FOR DAMAGE OR MISSING PIECES. REPLACE DAMAGED COMPONENTS IF NEEDED. IF PIECES ARE MISSING REPORT THIS TO YOUR SUPERVISOR. ",,,,,,,,,,401,6/15/2022,14,,,,,Technician,,,3,30,1,0,0,-1,-2
515.28-LUBRICA...,,"LUBRICATE AND INSPECT ALL MECHANICAL COMPONENTS INCLUDING BEARINGS, SHAFTS, GEARS, CHAINS, SPROCKETS, BELTS, ROLLS, LINKAGES, BUSHINGS, CAMS AND MOTOR BRAKE. REPAIR AS NEEDED. ",,,,,,,,,,401,6/15/2022,28,,,,,Technician,,,3,30,1,0,0,-1,-2
515.90-CHECK O...,,CHECK OIL LEVEL AND CONDITION IN THE GEARBOX. DEPENDING ON CONDITION REPLACE THE OIL OR REPLACE THE GEARBOX.,,,,,,,,,,401,6/15/2022,90,,,,,Technician,,,3,30,1,0,0,-1,-2
515.7-CHECK C...,,"CHECK CONDITION OF ALL MACHINE GUARDS, REPAIR OR REPLACE ANY MISSING GUARDS",,,,,,,,,,401,6/15/2022,7,,,,,Technician,,,3,30,1,0,0,-1,-2
515.28-INSPECT...,,INSPECT ELECTRICAL COMPONENTS FOR DAMAGE. REPLACE AS NEEDED.,,,,,,,,,,401,6/15/2022,28,,,,,Technician,,,3,30,1,0,0,-1,-2
512.28-LUBRICA...,,"LUBRICATE AND INSPECT ALL MECHANICAL COMPONENTS INCLUDING BEARINGS, SHAFTS, SEALS, GUIDES, ROLLS, BELTS, SPROCKETS AND WEAR STRIPS. REPAIR OR REPLACE AS NEEDED.",,,,,,,,,,402,6/15/2022,28,,,,,Technician,,,3,30,1,0,0,-1,-2
512.28-INSPECT...,,INSPECT OIL LEVEL AND CONDITION IN GEARBOXES. DEPENDING ON CONDITION REPLACE THE OIL OR REPLACE THE GEARBOX. ,,,,,,,,,,402,6/15/2022,28,,,,,Technician,,,3,30,1,0,0,-1,-2
512.180-REPLACE...,,REPLACE THE OIL IN THE DOUBLE SCREW GEARBOX EVERY SIX MONTHS. IF NECESSARY TAKE AN OIL SAMPLE TO SEND OUT FOR ANALYSYS. ,,,,,,,,,,402,6/15/2022,180,,,,,Technician,,,3,30,1,0,0,-1,-2
512.7-CHECK C...,,"CHECK CONDITION OF ALL MACHINE GUARDS, REPAIR OR REPLACE ANY MISSING GUARDS",,,,,,,,,,402,6/15/2022,7,,,,,Technician,,,3,30,1,0,0,-1,-2
512.28-LUBRICA...,,LUBRICATE AND INSPECT ALL PNEUMATIC COMPONENTS INCLUDING THE VACUUM GENERATOR AND ASSOCIATED VACUUM COMPONENTS. ,,,,,,,,,,402,6/15/2022,28,,,,,Technician,,,3,30,1,0,0,-1,-2
512.28-CHECK C...,,CHECK CONDITION AND OPERATION OF ELECTRICAL COMPONENTS. REPAIR OR REPLACE AS NEEDED. ,,,,,,,,,,402,6/15/2022,28,,,,,Technician,,,3,30,1,0,0,-1,-2
512.28-CHECK C...,,CHECK CONDITION AND OPERATION OF SCREW AUGERS AND BARRELS. ,,,,,,,,,,402,6/15/2022,28,,,,,Technician,,,3,30,1,0,0,-1,-2
513.28-LUBRICA...,,"LUBRICATE AND INSPECT ALL MECHANICAL COMPONENTS INCLUDING BEARINGS, SHAFTS, SEALS, GUIDES, ROLLS, BELTS, PULLEYS, CAMS, FOLLOWER AND SIFTER LINKAGE ROD. ",,,,,,,,,,395,6/15/2022,28,,,,,Technician,,,3,30,1,0,0,-1,-2
513.28-CHECK O...,,CHECK OIL LEVEL IN GERARBOXES. DEPENDING ON CONDITION REPLACE THE OIL OR REPLACE THE GEARBOX.,,,,,,,,,,395,6/15/2022,28,,,,,Technician,,,3,30,1,0,0,-1,-2
513.28-INSPECT...,,INSPECT ELECTRICAL COMPONENTS FOR DAMAGE. REPLACE DEFECTIVE PARTS. ,,,,,,,,,,395,6/15/2022,28,,,,,Technician,,,3,30,1,0,0,-1,-2
551.28-LUBRICA...,,"LUBRICATE AND INSPECT ALL MECHANICAL COMPONENTS INCLUDING BEARINGS, SHAFTS, WENDWAY CHAIN, WENDWAY SPROCKETS, DRIVE CHAIN AND SPROCKETS, FRAMING AND WEAR STRIPS. ",,,,,,,,,,441,6/15/2022,28,,,,,Technician,,,3,30,1,0,0,-1,-2
551.7-MAKE SU...,,MAKE SURE ALL GUARDS ARE IN PLACE. REPAIR OR REPLACE ANY MISSING OR DAMAGED GUARDS. ,,,,,,,,,,441,6/15/2022,7,,,,,Technician,,,3,30,1,0,0,-1,-2
550.28-LUBRICA...,,"LUBRICATE AND INSPECT ALL MECHANICAL COMPONENTS INCLUDING CHAINS, SPROCKETS, BEARINGS, SHAFTS, ROLLS, GUIDES, WEAR STRIPS AND FRAMING. REPAIR AS NEEDED",,,,,,,,,,440,6/15/2022,28,,,,,Technician,,,3,30,1,0,0,-1,-2
550.7-CHECK C...,,"CHECK CONDITION OF ALL MACHINE GUARDS, REPAIR OR REPLACE ANY MISSING GUARDS",,,,,,,,,,440,6/15/2022,7,,,,,Technician,,,3,30,1,0,0,-1,-2
550.28-INSPECT...,,INSPECT ELECTRICAL COMPONENTS FOR DAMAGE. REPLACE DEFECTIVE PARTS. ,,,,,,,,,,440,6/15/2022,28,,,,,Technician,,,3,30,1,0,0,-1,-2
559.28-LUBRICA...,,"LUBRICATE AND INSPECT ALL MECHANICAL COMPONENTS INCLUDING BEARINGS, SHAFTS, SPROCKETS, CHAINS, GEARS, BELTS, ROLLS, PULLEYS, WEAR STRIPS AND GUIDES. REPAIR IF NEEDED.",,,,,,,,,,448,6/15/2022,28,,,,,Technician,,,3,30,1,0,0,-1,-2
559.7-CHECK C...,,"CHECK CONDITION OF ALL MACHINE GUARDS, REPAIR OR REPLACE ANY MISSING GUARDS",,,,,,,,,,448,6/15/2022,7,,,,,Technician,,,3,30,1,0,0,-1,-2
559.28-CHECK O...,,CHECK OIL LEVEL AND CONDITION IN GEARBOXES. DEPENDING ON CONDITION REPLACE THE OIL OR REPLACE THE GEARBOX. ,,,,,,,,,,448,6/15/2022,28,,,,,Technician,,,3,30,1,0,0,-1,-2
559.28-INSPECT...,,INSPECT ELECTRICAL COMPONENTS FOR DAMAGE. REPLACE DEFECTIVE PARTS. ,,,,,,,,,,448,6/15/2022,28,,,,,Technician,,,3,30,1,0,0,-1,-2
559.28-CHECK C...,,CHECK CONDITION AND OPERATION OF FLOUR SIFTERS. REPAIR AS NEEDED. ,,,,,,,,,,448,6/15/2022,28,,,,,Technician,,,3,30,1,0,0,-1,-2
554.28-LUBRICA...,,"LUBRICATE AND INSPECT MECHANICAL COMPONENTS INCLUDING BEARINGS, SHAFTS, CHAINS, SPROCKETS, BUSHINGS, LINKAGES, CAMS, FOLLOWERS, SPRINGS, BELTS AND PULLEYS. REPAIR AS NEEDED. ",,,,,,,,,,444,6/15/2022,28,,,,,Technician,,,3,30,1,0,0,-1,-2
554.7-CHECK C...,,"CHECK CONDITION OF ALL MACHINE GUARDS, REPAIR OR REPLACE ANY MISSING GUARDS",,,,,,,,,,444,6/15/2022,7,,,,,Technician,,,3,30,1,0,0,-1,-2
554.28-CHECK O...,,CHECK OIL LEVEL AND CONDITION IN GEARBOXES. DEPENDING ON CONDITION REPLACE THE OIL OR REPLACE THE GEARBOX. ,,,,,,,,,,444,6/15/2022,28,,,,,Technician,,,3,30,1,0,0,-1,-2
554.28-INSPECT...,,INSPECT ELECTRICAL COMPONENTS FOR DAMAGE. REPLACE DEFECTIVE PARTS. ,,,,,,,,,,444,6/15/2022,28,,,,,Technician,,,3,30,1,0,0,-1,-2
